Date,Open,High,Low,Close,Adj Close,Volume
2022-12-22,88.16000366210938,88.54000091552734,86.31999969482422,87.76000213623047,87.76000213623047,27658300
2022-12-23,87.11000061035156,89.55000305175781,87.06999969482422,89.2300033569336,89.2300033569336,23003000
2022-12-27,88.80000305175781,88.94000244140625,87.01000213623047,87.38999938964844,87.38999938964844,20097300
2022-12-28,86.9800033569336,88.04000091552734,85.94000244140625,86.0199966430664,86.0199966430664,19523200
2022-12-29,86.62000274658203,88.8499984741211,86.61000061035156,88.44999694824219,88.44999694824219,23333500
2022-12-30,86.9800033569336,88.30000305175781,86.56999969482422,88.2300033569336,88.2300033569336,23986300
2023-01-03,89.58999633789062,91.05000305175781,88.5199966430664,89.12000274658203,89.12000274658203,28131200
2023-01-04,90.3499984741211,90.6500015258789,87.2699966430664,88.08000183105469,88.08000183105469,34854800
2023-01-05,87.47000122070312,87.56999969482422,85.9000015258789,86.19999694824219,86.19999694824219,27194400
2023-01-06,86.79000091552734,87.69000244140625,84.86000061035156,87.33999633789062,87.33999633789062,41381500
2023-01-09,88.36000061035156,90.05000305175781,87.86000061035156,88.0199966430664,88.0199966430664,29003900
2023-01-10,85.9800033569336,88.66999816894531,85.83000183105469,88.41999816894531,88.41999816894531,30467800
2023-01-11,89.18000030517578,91.5999984741211,89.01000213623047,91.5199966430664,91.5199966430664,26862000
2023-01-12,91.4800033569336,91.87000274658203,89.75,91.12999725341797,91.12999725341797,30258100
2023-01-13,90.8499984741211,92.19000244140625,90.12999725341797,92.12000274658203,92.12000274658203,26329200
2023-01-17,92.05999755859375,92.25,90.05000305175781,91.29000091552734,91.29000091552734,32602400
2023-01-18,92.13999938964844,92.80000305175781,90.63999938964844,91.12000274658203,91.12000274658203,29116700
2023-01-19,90.72000122070312,93.61000061035156,90.62999725341797,93.05000305175781,93.05000305175781,37000400
2023-01-20,95.0999984741211,98.30000305175781,95.0199966430664,98.0199966430664,98.0199966430664,63191100
2023-01-23,97.94999694824219,100.04000091552734,97.5,99.79000091552734,99.79000091552734,40005100
2023-01-24,98.0999984741211,99.61000061035156,97.19999694824219,97.69999694824219,97.69999694824219,33078500
2023-01-25,95.56999969482422,96.16000366210938,93.76000213623047,95.22000122070312,95.22000122070312,42330000
2023-01-26,96.5,97.56999969482422,95.37999725341797,97.5199966430664,97.5199966430664,30114000
2023-01-27,97.30999755859375,100.31999969482422,97.30999755859375,99.37000274658203,99.37000274658203,33879800
2023-01-30,97.4800033569336,98.29000091552734,96.4000015258789,96.94000244140625,96.94000244140625,27226200
2023-01-31,96.87000274658203,98.87999725341797,96.81999969482422,98.83999633789062,98.83999633789062,29870700
2023-02-01,98.70999908447266,101.19000244140625,97.58000183105469,100.43000030517578,100.43000030517578,35531100
2023-02-02,105.80000305175781,107.8499984741211,105.61000061035156,107.73999786376953,107.73999786376953,69883800
2023-02-03,102.93000030517578,107.80999755859375,102.58000183105469,104.77999877929688,104.77999877929688,65309300
2023-02-06,102.4000015258789,104.36000061035156,101.87999725341797,102.9000015258789,102.9000015258789,31999600
2023-02-07,103.22000122070312,108.18000030517578,103.12000274658203,107.63999938964844,107.63999938964844,49010200
2023-02-08,102.05000305175781,103.13999938964844,98.04000091552734,99.37000274658203,99.37000274658203,94743500
2023-02-09,100.0,100.02999877929688,93.62999725341797,95.01000213623047,95.01000213623047,119455000
2023-02-10,95.44999694824219,96.75,94.25,94.56999969482422,94.56999969482422,54980700
2023-02-13,94.73999786376953,95.19999694824219,93.83999633789062,94.61000061035156,94.61000061035156,50076100
2023-02-14,94.43000030517578,94.8499984741211,92.26000213623047,94.68000030517578,94.68000030517578,54726100
2023-02-15,94.48999786376953,97.12000274658203,94.1500015258789,96.94000244140625,96.94000244140625,50169000
2023-02-16,95.37000274658203,97.68000030517578,94.73999786376953,95.51000213623047,95.51000213623047,42462600
2023-02-17,94.8499984741211,95.55999755859375,93.20999908447266,94.3499984741211,94.3499984741211,34284100
2023-02-21,93.0,93.0999984741211,91.72000122070312,91.79000091552734,91.79000091552734,33629300
2023-02-22,91.69999694824219,92.11000061035156,90.61000061035156,91.6500015258789,91.6500015258789,30884000
2023-02-23,91.91999816894531,91.94000244140625,89.76000213623047,90.88999938964844,90.88999938964844,41206400
2023-02-24,89.44000244140625,89.88999938964844,88.58000183105469,89.12999725341797,89.12999725341797,36585100
2023-02-27,89.87000274658203,90.16000366210938,89.33999633789062,89.87000274658203,89.87000274658203,27502300
2023-02-28,89.33000183105469,91.2300033569336,89.31999969482422,90.05999755859375,90.05999755859375,30142000
2023-03-01,89.9800033569336,91.02999877929688,89.66999816894531,90.36000061035156,90.36000061035156,31111200
2023-03-02,89.66000366210938,92.27999877929688,89.58999633789062,92.0,92.0,32204400
2023-03-03,92.4800033569336,93.7300033569336,92.44999694824219,93.6500015258789,93.6500015258789,35160100
2023-03-06,94.0199966430664,95.97000122070312,94.0,95.12999725341797,95.12999725341797,32639300
2023-03-07,94.9800033569336,95.66999816894531,93.52999877929688,93.86000061035156,93.86000061035156,27835500
2023-03-08,94.12000274658203,95.95999908447266,94.0,94.25,94.25,34103300
2023-03-09,94.05000305175781,95.52999877929688,91.9000015258789,92.31999969482422,92.31999969482422,28813500
2023-03-10,92.16999816894531,92.79000091552734,90.4000015258789,90.62999725341797,90.62999725341797,35941000
2023-03-13,90.08999633789062,92.56999969482422,89.41999816894531,91.11000061035156,91.11000061035156,37335600
2023-03-14,92.55999755859375,94.36000061035156,92.44000244140625,93.97000122070312,93.97000122070312,36050200
2023-03-15,93.22000122070312,96.93000030517578,92.63999938964844,96.11000061035156,96.11000061035156,50622100
2023-03-16,96.19999694824219,101.19000244140625,95.5,100.31999969482422,100.31999969482422,65492000
2023-03-17,100.26000213623047,102.83999633789062,100.0999984741211,101.62000274658203,101.62000274658203,61028500
2023-03-20,100.12000274658203,101.75,99.87000274658203,101.22000122070312,101.22000122070312,32960400
2023-03-21,101.25,105.0999984741211,101.22000122070312,104.91999816894531,104.91999816894531,42110300
2023-03-22,104.2699966430664,106.58999633789062,103.33000183105469,103.37000274658203,103.37000274658203,43427400
2023-03-23,105.05999755859375,106.30000305175781,104.45999908447266,105.5999984741211,105.5999984741211,40797800
2023-03-24,104.98999786376953,105.48999786376953,103.83999633789062,105.44000244140625,105.44000244140625,30393300
2023-03-27,104.62000274658203,104.76000213623047,101.93000030517578,102.45999908447266,102.45999908447266,31120900
2023-03-28,102.44000244140625,102.44999694824219,99.73999786376953,101.02999877929688,101.02999877929688,32057900
2023-03-29,102.27999877929688,102.48999786376953,100.6500015258789,101.38999938964844,101.38999938964844,28779600
2023-03-30,100.91000366210938,101.16000366210938,99.77999877929688,100.88999938964844,100.88999938964844,33086200
2023-03-31,101.30000305175781,103.88999938964844,101.04000091552734,103.7300033569336,103.7300033569336,36863400
2023-04-03,102.38999938964844,104.52999877929688,101.93000030517578,104.36000061035156,104.36000061035156,25035400
2023-04-04,104.33000183105469,105.58000183105469,104.04000091552734,104.72000122070312,104.72000122070312,24420100
2023-04-05,105.77999877929688,106.0999984741211,103.66000366210938,104.47000122070312,104.47000122070312,28290500
2023-04-06,105.26000213623047,109.16999816894531,104.33000183105469,108.41999816894531,108.41999816894531,48711500
2023-04-10,106.9800033569336,107.58999633789062,105.12000274658203,106.44000244140625,106.44000244140625,27067400
2023-04-11,106.55000305175781,106.7300033569336,104.68000030517578,105.3499984741211,105.3499984741211,26311800
2023-04-12,106.58000183105469,106.75,104.33999633789062,104.63999938964844,104.63999938964844,24370300
2023-04-13,105.83999633789062,107.48999786376953,105.83999633789062,107.43000030517578,107.43000030517578,24843600
2023-04-14,106.88999938964844,108.94000244140625,106.83999633789062,108.87000274658203,108.87000274658203,26578000
2023-04-17,104.66000366210938,106.16000366210938,104.5199966430664,105.97000122070312,105.97000122070312,37571200
2023-04-18,106.48999786376953,106.54000091552734,104.06999969482422,104.5,104.5,26596400
2023-04-19,103.58000183105469,104.9800033569336,103.06999969482422,104.18000030517578,104.18000030517578,20905700
2023-04-20,103.91000366210938,106.25,103.87000274658203,105.29000091552734,105.29000091552734,27820800
2023-04-21,105.47000122070312,106.0,104.77999877929688,105.41000366210938,105.41000366210938,25800100
2023-04-24,105.48999786376953,106.62999725341797,104.69999694824219,105.97000122070312,105.97000122070312,23542800
2023-04-25,105.83000183105469,106.69000244140625,103.83999633789062,103.8499984741211,103.8499984741211,46664100
2023-04-26,104.91999816894531,106.3499984741211,102.62999725341797,103.70999908447266,103.70999908447266,53347600
2023-04-27,104.44999694824219,108.37000274658203,103.54000091552734,107.58999633789062,107.58999633789062,50089200
2023-04-28,107.04000091552734,107.3499984741211,105.08999633789062,107.33999633789062,107.33999633789062,36139800
2023-05-01,106.83999633789062,107.98999786376953,106.81999969482422,107.19999694824219,107.19999694824219,26681700
2023-05-02,107.13999938964844,107.19999694824219,103.70999908447266,105.31999969482422,105.31999969482422,30997200
2023-05-03,105.52999877929688,107.48999786376953,104.95999908447266,105.41000366210938,105.41000366210938,21795400
2023-05-04,105.48999786376953,105.5999984741211,103.97000122070312,104.69000244140625,104.69000244140625,23419500
2023-05-05,104.81999969482422,105.87999725341797,104.11000061035156,105.56999969482422,105.56999969482422,26625100
2023-05-08,105.18000030517578,107.95999908447266,105.16000366210938,107.7699966430664,107.7699966430664,26511400
2023-05-09,108.38999938964844,110.1500015258789,107.19000244140625,107.3499984741211,107.3499984741211,36360100
2023-05-10,107.97000122070312,112.94000244140625,107.93000030517578,111.75,111.75,63153400
2023-05-11,115.4000015258789,117.91999816894531,114.41000366210938,116.56999969482422,116.56999969482422,78900000
2023-05-12,116.68000030517578,118.02999877929688,116.11000061035156,117.51000213623047,117.51000213623047,41073800
2023-05-15,116.11000061035156,118.4800033569336,116.01000213623047,116.51000213623047,116.51000213623047,36266800
2023-05-16,116.48999786376953,120.75,116.43000030517578,119.51000213623047,119.51000213623047,45035600
2023-05-17,119.61000061035156,121.66999816894531,118.88999938964844,120.83999633789062,120.83999633789062,33323600
2023-05-18,120.94999694824219,123.30999755859375,120.83000183105469,122.83000183105469,122.83000183105469,35234200
2023-05-19,123.55000305175781,125.97000122070312,122.1500015258789,122.76000213623047,122.76000213623047,41330300
2023-05-22,122.94000244140625,126.43000030517578,122.73999786376953,125.05000305175781,125.05000305175781,35253000
2023-05-23,124.16000366210938,124.62999725341797,122.20999908447266,122.55999755859375,122.55999755859375,34046300
2023-05-24,121.12000274658203,121.91000366210938,119.86000061035156,120.9000015258789,120.9000015258789,34182600
2023-05-25,124.5199966430664,125.31999969482422,121.95999908447266,123.4800033569336,123.4800033569336,42317000
2023-05-26,123.16999816894531,125.26000213623047,122.44999694824219,124.61000061035156,124.61000061035156,35635900
2023-05-30,125.63999938964844,125.66000366210938,122.0,123.66999816894531,123.66999816894531,35076700
2023-05-31,122.75,124.05999755859375,122.5,122.87000274658203,122.87000274658203,37325800
2023-06-01,122.81999969482422,124.41999816894531,122.62000274658203,123.72000122070312,123.72000122070312,30772700
2023-06-02,123.98999786376953,126.1500015258789,123.76000213623047,124.66999816894531,124.66999816894531,26963100
2023-06-05,124.01000213623047,127.43000030517578,123.83999633789062,126.01000213623047,126.01000213623047,32305500
2023-06-06,126.01000213623047,128.2899932861328,125.36000061035156,127.30999755859375,127.30999755859375,26638300
2023-06-07,126.97000122070312,129.0399932861328,122.12000274658203,122.5,122.5,52539000
2023-06-08,122.2300033569336,123.2300033569336,121.23999786376953,122.13999938964844,122.13999938964844,29389200
2023-06-09,122.25,123.76000213623047,121.91000366210938,122.2300033569336,122.2300033569336,23762500
2023-06-12,122.79000091552734,124.05000305175781,121.66000366210938,123.63999938964844,123.63999938964844,28306400
2023-06-13,124.9800033569336,125.16000366210938,123.18000030517578,123.83000183105469,123.83000183105469,22278300
2023-06-14,123.0999984741211,124.05000305175781,121.44999694824219,123.66999816894531,123.66999816894531,30592300
2023-06-15,123.13999938964844,125.45999908447266,122.4000015258789,125.08999633789062,125.08999633789062,35246300
2023-06-16,125.93000030517578,126.11000061035156,123.27999877929688,123.52999877929688,123.52999877929688,45514000
2023-06-20,122.93000030517578,124.56999969482422,122.13999938964844,123.0999984741211,123.0999984741211,26097500
2023-06-21,122.4000015258789,122.66000366210938,120.0999984741211,120.55000305175781,120.55000305175781,30306300
2023-06-22,120.0,123.23999786376953,118.83000183105469,123.1500015258789,123.1500015258789,26952200
2023-06-23,121.37999725341797,122.79000091552734,121.05999755859375,122.33999633789062,122.33999633789062,34885300
2023-06-26,120.76000213623047,122.0,118.2699966430664,118.33999633789062,118.33999633789062,33969900
2023-06-27,117.08000183105469,119.08000183105469,116.0999984741211,118.33000183105469,118.33000183105469,39535900
2023-06-28,117.08999633789062,120.38999938964844,116.8499984741211,120.18000030517578,120.18000030517578,27091400
2023-06-29,119.23999786376953,120.05999755859375,118.30000305175781,119.0999984741211,119.0999984741211,24090900
2023-06-30,120.16999816894531,121.08000183105469,119.69000244140625,119.69999694824219,119.69999694824219,29519700
2023-07-03,119.23999786376953,120.19000244140625,118.81999969482422,119.9000015258789,119.9000015258789,14467900
2023-07-05,119.23999786376953,122.61000061035156,119.2300033569336,121.75,121.75,27584800
2023-07-06,119.80000305175781,120.30000305175781,118.4000015258789,120.11000061035156,120.11000061035156,24745200
2023-07-07,120.0999984741211,121.05000305175781,119.4000015258789,119.4800033569336,119.4800033569336,21692600
2023-07-10,118.30000305175781,118.30999755859375,116.13999938964844,116.44999694824219,116.44999694824219,35315200
2023-07-11,116.29000091552734,117.70999908447266,115.3499984741211,117.13999938964844,117.13999938964844,23078800
2023-07-12,118.80000305175781,120.33000183105469,118.41000366210938,118.93000030517578,118.93000030517578,30404400
2023-07-13,120.93000030517578,124.83000183105469,120.44999694824219,124.54000091552734,124.54000091552734,44297900
2023-07-14,124.80000305175781,126.77999877929688,123.48999786376953,125.41999816894531,125.41999816894531,33266800
2023-07-17,125.94000244140625,127.0999984741211,124.19999694824219,124.6500015258789,124.6500015258789,25716200
2023-07-18,124.5999984741211,124.68000030517578,122.95999908447266,123.76000213623047,123.76000213623047,26226400
2023-07-19,124.5999984741211,125.18000030517578,121.80000305175781,122.02999877929688,122.02999877929688,37224000
2023-07-20,121.41999816894531,124.08999633789062,118.22000122070312,119.19999694824219,119.19999694824219,37906800
2023-07-21,120.62000274658203,120.98999786376953,118.7300033569336,120.0199966430664,120.0199966430664,72937900
2023-07-24,121.66000366210938,123.0,120.9800033569336,121.52999877929688,121.52999877929688,29686100
2023-07-25,121.36000061035156,123.1500015258789,121.0199966430664,122.20999908447266,122.20999908447266,52509600
2023-07-26,130.07000732421875,130.97999572753906,128.32000732421875,129.27000427246094,129.27000427246094,61682100
2023-07-27,131.6699981689453,133.24000549316406,128.7899932861328,129.39999389648438,129.39999389648438,44952100
2023-07-28,130.77999877929688,133.74000549316406,130.57000732421875,132.5800018310547,132.5800018310547,36591200
2023-07-31,132.72999572753906,133.52999877929688,131.77999877929688,132.72000122070312,132.72000122070312,28055500
2023-08-01,130.77999877929688,132.6300048828125,130.67999267578125,131.5500030517578,131.5500030517578,23166800
2023-08-02,129.4499969482422,130.08999633789062,127.55999755859375,128.3800048828125,128.3800048828125,26273300
2023-08-03,127.97000122070312,129.38999938964844,127.41999816894531,128.4499969482422,128.4499969482422,20089500
2023-08-04,129.27999877929688,131.50999450683594,127.91000366210938,128.11000061035156,128.11000061035156,26130000
2023-08-07,129.16000366210938,131.61000061035156,129.02000427246094,131.52999877929688,131.52999877929688,22746300
2023-08-08,130.6199951171875,131.50999450683594,129.5399932861328,131.39999389648438,131.39999389648438,23535200
2023-08-09,131.66000366210938,132.0399932861328,129.0,129.66000366210938,129.66000366210938,24912900
2023-08-10,131.32000732421875,132.0500030517578,129.4499969482422,129.69000244140625,129.69000244140625,20857800
2023-08-11,128.66000366210938,129.92999267578125,128.1699981689453,129.55999755859375,129.55999755859375,19569200
2023-08-14,129.38999938964844,131.3699951171875,128.9600067138672,131.3300018310547,131.3300018310547,24695600
2023-08-15,131.10000610351562,131.4199981689453,129.27999877929688,129.77999877929688,129.77999877929688,19770700
2023-08-16,128.6999969482422,130.27999877929688,127.87000274658203,128.6999969482422,128.6999969482422,25216100
2023-08-17,129.8000030517578,131.99000549316406,129.2899932861328,129.9199981689453,129.9199981689453,33446300
2023-08-18,128.50999450683594,129.25,126.37999725341797,127.45999908447266,127.45999908447266,30491300
2023-08-21,127.18000030517578,128.72999572753906,126.55999755859375,128.3699951171875,128.3699951171875,25248700
2023-08-22,128.50999450683594,130.27999877929688,128.32000732421875,129.0800018310547,129.0800018310547,22067500
2023-08-23,130.17999267578125,133.41000366210938,129.8699951171875,132.3699951171875,132.3699951171875,27819700
2023-08-24,133.9499969482422,134.25,129.57000732421875,129.77999877929688,129.77999877929688,28500700
2023-08-25,129.5399932861328,130.75999450683594,127.25,129.8800048828125,129.8800048828125,26762900
2023-08-28,131.30999755859375,132.5399932861328,130.13999938964844,131.00999450683594,131.00999450683594,20543300
2023-08-29,132.24000549316406,136.57000732421875,132.24000549316406,134.57000732421875,134.57000732421875,43075600
2023-08-30,134.77999877929688,136.27999877929688,134.07000732421875,135.8800048828125,135.8800048828125,28315800
2023-08-31,136.00999450683594,138.0,135.7899932861328,136.1699981689453,136.1699981689453,30053800
2023-09-01,137.4600067138672,137.4600067138672,134.85000610351562,135.66000366210938,135.66000366210938,21524600
2023-09-05,135.44000244140625,136.4199981689453,134.5800018310547,135.77000427246094,135.77000427246094,19403100
2023-09-06,136.02000427246094,136.52999877929688,133.6699981689453,134.4600067138672,134.4600067138672,18684500
2023-09-07,133.58999633789062,135.5800018310547,132.9499969482422,135.25999450683594,135.25999450683594,18844300
2023-09-08,134.91000366210938,136.66000366210938,134.85000610351562,136.3800048828125,136.3800048828125,23558300
2023-09-11,136.5399932861328,137.47999572753906,135.7899932861328,136.9199981689453,136.9199981689453,20763400
2023-09-12,136.25999450683594,136.8699951171875,135.19000244140625,135.33999633789062,135.33999633789062,18405500
2023-09-13,135.08999633789062,136.89999389648438,134.14999389648438,136.7100067138672,136.7100067138672,20749500
2023-09-14,137.60000610351562,138.6999969482422,136.24000549316406,138.10000610351562,138.10000610351562,24751000
2023-09-15,137.97999572753906,138.52000427246094,136.47999572753906,137.39999389648438,137.39999389648438,38908400
2023-09-18,136.61000061035156,139.16000366210938,136.61000061035156,138.2100067138672,138.2100067138672,21861300
2023-09-19,137.4199981689453,138.41000366210938,136.6199951171875,138.0399932861328,138.0399932861328,20353700
2023-09-20,138.0800018310547,138.0800018310547,133.6199951171875,133.74000549316406,133.74000549316406,29927500
2023-09-21,131.44000244140625,132.22999572753906,130.07000732421875,130.44000244140625,130.44000244140625,31488700
2023-09-22,130.75999450683594,132.02999877929688,129.60000610351562,130.25,130.25,26397300
2023-09-25,129.8300018310547,131.1699981689453,128.9600067138672,131.11000061035156,131.11000061035156,20094600
2023-09-26,129.77000427246094,130.36000061035156,127.22000122070312,128.57000732421875,128.57000732421875,25718700
2023-09-27,128.57000732421875,130.89999389648438,128.57000732421875,130.5399932861328,130.5399932861328,22746500
2023-09-28,129.83999633789062,133.3000030517578,129.7899932861328,132.30999755859375,132.30999755859375,22513100
2023-09-29,133.27999877929688,134.0500030517578,130.36000061035156,130.86000061035156,130.86000061035156,30848100
2023-10-02,131.2100067138672,134.4199981689453,131.1699981689453,134.1699981689453,134.1699981689453,22288000
2023-10-03,133.94000244140625,134.25999450683594,131.83999633789062,132.42999267578125,132.42999267578125,22989400
2023-10-04,132.7899932861328,135.57000732421875,132.52999877929688,135.24000549316406,135.24000549316406,26752300
2023-10-05,135.07000732421875,135.49000549316406,133.4499969482422,135.07000732421875,135.07000732421875,19832600
2023-10-06,134.00999450683594,138.16000366210938,134.00999450683594,137.5800018310547,137.5800018310547,27583200
2023-10-09,136.94000244140625,138.94000244140625,135.61000061035156,138.4199981689453,138.4199981689453,19278100
2023-10-10,138.5,139.72000122070312,137.3300018310547,138.05999755859375,138.05999755859375,27786600
2023-10-11,138.5800018310547,141.11000061035156,138.5800018310547,140.5500030517578,140.5500030517578,25884300
2023-10-12,141.0500030517578,141.22000122070312,138.25999450683594,138.97000122070312,138.97000122070312,24765500
2023-10-13,139.3800048828125,140.0,136.6199951171875,137.36000061035156,137.36000061035156,23420500
2023-10-16,138.1699981689453,139.6300048828125,137.99000549316406,139.10000610351562,139.10000610351562,28501900
2023-10-17,138.6300048828125,139.89999389648438,137.17999267578125,139.72000122070312,139.72000122070312,23515800
2023-10-18,139.4499969482422,140.72000122070312,137.3800048828125,137.9600067138672,137.9600067138672,23375000
2023-10-19,138.5,139.66000366210938,137.3800048828125,137.75,137.75,26066000
2023-10-20,137.3300018310547,137.8699951171875,135.0800018310547,135.60000610351562,135.60000610351562,26315200
2023-10-23,135.0399932861328,137.66000366210938,133.9499969482422,136.5,136.5,26317900
2023-10-24,137.8300018310547,139.36000061035156,137.4199981689453,138.80999755859375,138.80999755859375,44814300
2023-10-25,128.16000366210938,128.30999755859375,125.06999969482422,125.61000061035156,125.61000061035156,84366200
2023-10-26,123.2699966430664,124.33000183105469,121.2699966430664,122.27999877929688,122.27999877929688,57061100
2023-10-27,122.87999725341797,123.30999755859375,120.20999908447266,122.16999816894531,122.16999816894531,44531100
