Date,Open,High,Low,Close,Adj Close,Volume
2023-06-23,26.549999237060547,26.739999771118164,26.270000457763672,26.479999542236328,26.256162643432617,2793400
2023-06-26,26.59000015258789,26.600000381469727,26.020000457763672,26.149999618530273,25.928951263427734,2507300
2023-06-27,26.020000457763672,26.06999969482422,25.190000534057617,25.889999389648438,25.67115020751953,2904600
2023-06-28,25.899999618530273,26.020000457763672,25.670000076293945,25.799999237060547,25.5819091796875,1807900
2023-06-29,25.739999771118164,26.219999313354492,25.709999084472656,25.989999771118164,25.77030372619629,1353900
2023-06-30,26.040000915527344,26.65999984741211,25.969999313354492,26.420000076293945,26.196670532226562,3936300
2023-07-03,26.309999465942383,26.600000381469727,25.799999237060547,26.040000915527344,25.819883346557617,7558600
2023-07-05,25.90999984741211,26.25,25.6200008392334,25.700000762939453,25.482757568359375,1990700
2023-07-06,25.549999237060547,25.80500030517578,25.3799991607666,25.6200008392334,25.403432846069336,4856900
2023-07-07,25.6200008392334,25.649999618530273,25.209999084472656,25.219999313354492,25.006813049316406,1793700
2023-07-10,25.309999465942383,25.524999618530273,25.100000381469727,25.25,25.03656005859375,2121200
2023-07-11,25.479999542236328,25.549999237060547,25.0049991607666,25.079999923706055,24.867996215820312,1942600
2023-07-12,25.270000457763672,25.3700008392334,24.959999084472656,25.25,25.03656005859375,2320900
2023-07-13,25.420000076293945,25.5,24.8799991607666,25.399999618530273,25.185291290283203,2477900
2023-07-14,25.530000686645508,25.610000610351562,24.719999313354492,24.940000534057617,24.72918128967285,3830200
2023-07-17,24.899999618530273,25.059999465942383,24.739999771118164,24.889999389648438,24.679601669311523,1709200
2023-07-18,24.75,25.030000686645508,24.7450008392334,24.809999465942383,24.600278854370117,1713500
2023-07-19,24.8799991607666,25.040000915527344,24.5,25.0,24.788673400878906,2870800
2023-07-20,23.950000762939453,24.615999221801758,22.489999771118164,24.510000228881836,24.30281639099121,36675600
2023-07-21,24.649999618530273,24.8799991607666,23.780000686645508,24.010000228881836,23.80704116821289,14585700
2023-07-24,23.170000076293945,24.40999984741211,23.1200008392334,24.15999984741211,23.955774307250977,22641600
2023-07-25,24.34000015258789,25.1200008392334,24.149999618530273,25.1200008392334,24.90765953063965,15018100
2023-07-26,25.09000015258789,25.229999542236328,24.28499984741211,24.690000534057617,24.481294631958008,10716400
2023-07-27,24.950000762939453,25.0,23.959999084472656,24.239999771118164,24.035097122192383,11476200
2023-07-28,24.229999542236328,24.43000030517578,24.049999237060547,24.399999618530273,24.193744659423828,13214600
2023-07-31,24.010000228881836,24.079999923706055,23.4950008392334,23.68000030517578,23.47983169555664,14630700
2023-08-01,23.510000228881836,23.770000457763672,23.3799991607666,23.649999618530273,23.450084686279297,14685500
2023-08-02,23.549999237060547,23.920000076293945,23.3700008392334,23.899999618530273,23.69797134399414,16233200
2023-08-03,24.030000686645508,24.434999465942383,23.75,23.989999771118164,23.78721046447754,16111000
2023-08-04,24.020000457763672,24.020000457763672,23.270000457763672,23.530000686645508,23.331100463867188,20999100
2023-08-07,23.670000076293945,23.676000595092773,23.31999969482422,23.540000915527344,23.341014862060547,15379100
2023-08-08,23.549999237060547,23.549999237060547,23.209999084472656,23.3799991607666,23.18236541748047,20150600
2023-08-09,23.299999237060547,23.440000534057617,23.059999465942383,23.350000381469727,23.152620315551758,40849100
2023-08-10,23.75,23.889999389648438,23.110000610351562,23.3700008392334,23.172452926635742,51365500
2023-08-11,23.299999237060547,23.799999237060547,23.25,23.719999313354492,23.519493103027344,46062600
2023-08-14,23.600000381469727,23.700000762939453,22.850000381469727,22.940000534057617,22.7460880279541,89481200
2023-08-15,22.920000076293945,23.770000457763672,22.639999389648438,23.260000228881836,23.06338119506836,105996500
2023-08-16,23.489999771118164,23.549999237060547,22.809999465942383,22.93000030517578,22.73617172241211,86179200
2023-08-17,23.1200008392334,23.290000915527344,22.549999237060547,22.780000686645508,22.587440490722656,71709300
2023-08-18,22.959999084472656,23.0,22.360000610351562,22.8700008392334,22.676679611206055,93530500
2023-08-21,23.170000076293945,23.690000534057617,22.809999465942383,22.899999618530273,22.706424713134766,178017500
2023-08-22,23.239999771118164,23.81999969482422,23.1200008392334,23.739999771118164,23.539323806762695,90558800
2023-08-23,23.850000381469727,24.049999237060547,23.6200008392334,23.6200008392334,23.420339584350586,119406800
2023-08-24,23.959999084472656,24.100000381469727,23.139999389648438,23.65999984741211,23.46000099182129,372341300
2023-08-25,23.200000762939453,23.290000915527344,22.81999969482422,22.969999313354492,22.969999313354492,86974600
2023-08-28,22.920000076293945,23.200000762939453,22.610000610351562,22.969999313354492,22.969999313354492,39395000
2023-08-29,22.729999542236328,23.125,22.56999969482422,22.860000610351562,22.860000610351562,59445800
2023-08-30,22.84000015258789,23.139999389648438,22.649999618530273,23.06999969482422,23.06999969482422,36094000
2023-08-31,23.09000015258789,23.329999923706055,23.010000228881836,23.049999237060547,23.049999237060547,36119700
2023-09-01,23.200000762939453,23.329999923706055,22.8700008392334,22.959999084472656,22.959999084472656,27565400
2023-09-05,22.920000076293945,22.979999542236328,22.59000015258789,22.610000610351562,22.610000610351562,28465000
2023-09-06,22.65999984741211,22.709999084472656,22.299999237060547,22.3799991607666,22.3799991607666,24727700
2023-09-07,22.440000534057617,22.579999923706055,20.959999084472656,20.989999771118164,20.989999771118164,102648300
2023-09-08,20.860000610351562,21.43000030517578,20.375,21.299999237060547,21.299999237060547,59635700
2023-09-11,22.1299991607666,22.18000030517578,21.600000381469727,22.06999969482422,22.06999969482422,42830600
2023-09-12,22.079999923706055,22.1200008392334,21.010000228881836,21.059999465942383,21.059999465942383,43697200
2023-09-13,21.09000015258789,21.90999984741211,21.079999923706055,21.600000381469727,21.600000381469727,35434500
2023-09-14,21.829999923706055,21.829999923706055,21.4950008392334,21.739999771118164,21.739999771118164,22195700
2023-09-15,21.719999313354492,21.8700008392334,21.200000762939453,21.219999313354492,21.219999313354492,32263700
2023-09-18,21.350000381469727,21.350000381469727,20.829999923706055,21.079999923706055,21.079999923706055,18035300
2023-09-19,20.90999984741211,21.100000381469727,20.690000534057617,21.059999465942383,21.059999465942383,21142800
2023-09-20,21.25,21.399999618530273,20.8799991607666,20.889999389648438,20.889999389648438,15623200
2023-09-21,20.920000076293945,21.260000228881836,20.709999084472656,20.84000015258789,20.84000015258789,20599600
2023-09-22,20.950000762939453,21.024999618530273,20.5,20.549999237060547,20.549999237060547,14865900
2023-09-25,20.510000228881836,20.850000381469727,20.469999313354492,20.829999923706055,20.829999923706055,16272000
2023-09-26,20.59000015258789,20.850000381469727,20.479999542236328,20.639999389648438,20.639999389648438,23574200
2023-09-27,20.709999084472656,20.799999237060547,20.040000915527344,20.219999313354492,20.219999313354492,25270500
2023-09-28,20.1200008392334,20.280000686645508,19.950000762939453,20.110000610351562,20.110000610351562,32556800
2023-09-29,20.270000457763672,20.325000762939453,20.020000457763672,20.079999923706055,20.079999923706055,27974000
2023-10-02,20.239999771118164,20.479999542236328,20.135000228881836,20.31999969482422,20.31999969482422,25296300
2023-10-03,20.389999389648438,20.59000015258789,19.90999984741211,19.989999771118164,19.989999771118164,24924500
2023-10-04,19.920000076293945,19.989999771118164,19.549999237060547,19.729999542236328,19.729999542236328,19610400
2023-10-05,19.809999465942383,19.905000686645508,19.579999923706055,19.760000228881836,19.760000228881836,18014900
2023-10-06,19.670000076293945,20.260000228881836,19.389999389648438,20.06999969482422,20.06999969482422,25090300
2023-10-09,19.8700008392334,20.125,19.670000076293945,19.8700008392334,19.8700008392334,16032800
2023-10-10,19.920000076293945,20.079999923706055,19.6299991607666,19.690000534057617,19.690000534057617,13937900
2023-10-11,19.829999923706055,19.8799991607666,19.360000610351562,19.56999969482422,19.56999969482422,20414700
2023-10-12,19.600000381469727,19.719999313354492,19.235000610351562,19.31999969482422,19.31999969482422,14461500
2023-10-13,19.3799991607666,19.489999771118164,19.25,19.3700008392334,19.3700008392334,16410700
2023-10-16,19.3700008392334,19.719999313354492,19.094999313354492,19.540000915527344,19.540000915527344,15272000
2023-10-17,19.290000915527344,19.899999618530273,19.010000228881836,19.780000686645508,19.780000686645508,18750100
2023-10-18,19.790000915527344,20.079999923706055,19.690000534057617,20.059999465942383,20.059999465942383,18294200
2023-10-19,20.049999237060547,20.208999633789062,19.81999969482422,19.84000015258789,19.84000015258789,18831500
2023-10-20,19.8700008392334,20.030000686645508,19.719999313354492,19.739999771118164,19.739999771118164,24056500
2023-10-23,19.520000457763672,19.80500030517578,19.424999237060547,19.68000030517578,19.68000030517578,19716500
2023-10-24,19.68000030517578,20.003000259399414,19.649999618530273,19.979999542236328,19.979999542236328,21650900
2023-10-25,20.0,20.118999481201172,19.719999313354492,19.729999542236328,19.729999542236328,24711200
2023-10-26,18.850000381469727,19.1299991607666,18.5,18.690000534057617,18.690000534057617,60514900
2023-10-27,18.604999542236328,18.709999084472656,18.084999084472656,18.209999084472656,18.209999084472656,43215400
